question,pororo_ner
기원전 324년에 드리페티스의 결혼 상대는 누구의 동료였나요?,"[('기원전 324년', 'DATE'), ('에', 'O'), (' ', 'O'), ('드리페티스', 'PERSON'), ('의', 'O'), (' ', 'O'), ('결혼', 'O'), (' ', 'O'), ('상대는', 'O'), (' ', 'O'), ('누구의', 'O'), (' ', 'O'), ('동료', 'CIVILIZATION'), ('였나요?', 'O')]"
이광은 감독이 LG트윈스를 매직리그 1위에 올린 해는?,"[('이광은', 'PERSON'), (' ', 'O'), ('감독', 'OCCUPATION'), ('이', 'O'), (' ', 'O'), ('LG트윈스', 'ORGANIZATION'), ('를', 'O'), (' ', 'O'), ('매직리그', 'EVENT'), (' ', 'O'), ('1위', 'QUANTITY'), ('에', 'O'), (' ', 'O'), ('올린', 'O'), (' ', 'O'), ('해는?', 'O')]"
조지가 보트를 대여할 때 사용했던 이름은?,"[('조지', 'PERSON'), ('가', 'O'), (' ', 'O'), ('보트', 'ARTIFACT'), ('를', 'O'), (' ', 'O'), ('대여할', 'O'), (' ', 'O'), ('때', 'O'), (' ', 'O'), ('사용했던', 'O'), (' ', 'O'), ('이름은?', 'O')]"
독일의 바르바로사 작전은 어느 국가를 대상으로 한 것이었나?,"[('독일', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('바르바로사 작전', 'EVENT'), ('은', 'O'), (' ', 'O'), ('어느', 'O'), (' ', 'O'), ('국가를', 'O'), (' ', 'O'), ('대상으로', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('것이었나?', 'O')]"
오토망게어족을 가장 많이 사용하는 곳은 어디인가?,"[('오토망게어족', 'CIVILIZATION'), ('을', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('많이', 'O'), (' ', 'O'), ('사용하는', 'O'), (' ', 'O'), ('곳은', 'O'), (' ', 'O'), ('어디인가?', 'O')]"
가수 이난영의 노래 중 기념비까지 세워진 것은?,"[('가수', 'CIVILIZATION'), (' ', 'O'), ('이난영', 'PERSON'), ('의', 'O'), (' ', 'O'), ('노래', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('기념비까지', 'O'), (' ', 'O'), ('세워진', 'O'), (' ', 'O'), ('것은?', 'O')]"
에케르트가 시행착오를 겪었던 국가는?,"[('에케르트', 'PERSON'), ('가', 'O'), (' ', 'O'), ('시행착오를', 'O'), (' ', 'O'), ('겪었던', 'O'), (' ', 'O'), ('국가는?', 'O')]"
우메노의 사인은?,"[('우메노', 'PERSON'), ('의', 'O'), (' ', 'O'), ('사인은?', 'O')]"
비석에 새겨진 문자를 돌궐 문자라고 한 사람은 누구인가?,"[('비석에', 'O'), (' ', 'O'), ('새겨진', 'O'), (' ', 'O'), ('문자를', 'O'), (' ', 'O'), ('돌궐', 'PERSON'), (' ', 'O'), ('문자라고', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('사람은', 'O'), (' ', 'O'), ('누구인가?', 'O')]"
일반 사람들이 합법적으로 문신을 하려면 누구를 찾아가야 하나?,"[('일반', 'O'), (' ', 'O'), ('사람들이', 'O'), (' ', 'O'), ('합법적으로', 'O'), (' ', 'O'), ('문신을', 'O'), (' ', 'O'), ('하려면', 'O'), (' ', 'O'), ('누구를', 'O'), (' ', 'O'), ('찾아가야', 'O'), (' ', 'O'), ('하나?', 'O')]"
영국이 인도의 반영 운동을 무마시키고자 시행한 정책은?,"[('영국', 'ORGANIZATION'), ('이', 'O'), (' ', 'O'), ('인도', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('반영', 'O'), (' ', 'O'), ('운동을', 'O'), (' ', 'O'), ('무마시키고자', 'O'), (' ', 'O'), ('시행한', 'O'), (' ', 'O'), ('정책은?', 'O')]"
이명박 대통령이 직접 찾은 학교는?,"[('이명박', 'PERSON'), (' ', 'O'), ('대통령', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('직접', 'O'), (' ', 'O'), ('찾은', 'O'), (' ', 'O'), ('학교는?', 'O')]"
알랭 푸르니에의 매부는?,"[('알랭 푸르니에', 'PERSON'), ('의', 'O'), (' ', 'O'), ('매부', 'CIVILIZATION'), ('는?', 'O')]"
도카이도 신칸센이 지나가며 시나가와 역까지 가는 교통수단은?,"[('도카이도', 'LOCATION'), (' ', 'O'), ('신칸센', 'ARTIFACT'), ('이', 'O'), (' ', 'O'), ('지나가며', 'O'), (' ', 'O'), ('시나가와 역', 'LOCATION'), ('까지', 'O'), (' ', 'O'), ('가는', 'O'), (' ', 'O'), ('교통수단은?', 'O')]"
《우리들의》에서 다루고 있는 가정은 어느 나라 사람들인가?,"[('《', 'O'), ('우리들의', 'ARTIFACT'), ('》에서', 'O'), (' ', 'O'), ('다루고', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('가정은', 'O'), (' ', 'O'), ('어느', 'O'), (' ', 'O'), ('나라', 'O'), (' ', 'O'), ('사람들인가?', 'O')]"
선언형 프로그램과 대비되는 프로그램은?,"[('선언형', 'O'), (' ', 'O'), ('프로그램과', 'O'), (' ', 'O'), ('대비되는', 'O'), (' ', 'O'), ('프로그램은?', 'O')]"
한 마을 안에서 팀을 가를 경우에 사용하는 물건은?,"[('한 마', 'QUANTITY'), ('을', 'O'), (' ', 'O'), ('안에서', 'O'), (' ', 'O'), ('팀을', 'O'), (' ', 'O'), ('가를', 'O'), (' ', 'O'), ('경우에', 'O'), (' ', 'O'), ('사용하는', 'O'), (' ', 'O'), ('물건은?', 'O')]"
소나타의 시초가 된 연습곡을 만든 사람은?,"[('소나타', 'ARTIFACT'), ('의', 'O'), (' ', 'O'), ('시초가', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('연습곡을', 'O'), (' ', 'O'), ('만든', 'O'), (' ', 'O'), ('사람은?', 'O')]"
김대중을 구하기 위해 캐스퍼 와인버거 미 국방부 장관과 그레그 전 대사를 한국에 파견한 인물은?,"[('김대중', 'PERSON'), ('을', 'O'), (' ', 'O'), ('구하기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('캐스퍼 와인버거', 'PERSON'), (' ', 'O'), ('미', 'LOCATION'), (' ', 'O'), ('국방부', 'ORGANIZATION'), (' ', 'O'), ('장관', 'OCCUPATION'), ('과', 'O'), (' ', 'O'), ('그레그', 'PERSON'), (' ', 'O'), ('전', 'O'), (' ', 'O'), ('대사', 'OCCUPATION'), ('를', 'O'), (' ', 'O'), ('한국', 'COUNTRY'), ('에', 'O'), (' ', 'O'), ('파견한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
정해진 기간동안 목표 금액에 도달하지 못할 경우 돈을 받지 못하는 사람은?,"[('정해진', 'O'), (' ', 'O'), ('기간동안', 'O'), (' ', 'O'), ('목표', 'O'), (' ', 'O'), ('금액에', 'O'), (' ', 'O'), ('도달하지', 'O'), (' ', 'O'), ('못할', 'O'), (' ', 'O'), ('경우', 'O'), (' ', 'O'), ('돈을', 'O'), (' ', 'O'), ('받지', 'O'), (' ', 'O'), ('못하는', 'O'), (' ', 'O'), ('사람은?', 'O')]"
소프트 머신의 이전 명칭은?,"[('소프트 머신', 'TERM'), ('의', 'O'), (' ', 'O'), ('이전', 'O'), (' ', 'O'), ('명칭은?', 'O')]"
여운홍이 도움을 청한 사람은?,"[('여운홍', 'PERSON'), ('이', 'O'), (' ', 'O'), ('도움을', 'O'), (' ', 'O'), ('청한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
이사벨이 나라를 대신 통치할 수 있는 권위를 준 인물의 이름은?,"[('이사벨', 'PERSON'), ('이', 'O'), (' ', 'O'), ('나라를', 'O'), (' ', 'O'), ('대신', 'O'), (' ', 'O'), ('통치할', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('권위를', 'O'), (' ', 'O'), ('준', 'O'), (' ', 'O'), ('인물의', 'O'), (' ', 'O'), ('이름은?', 'O')]"
이익은 그대로 챙기면서 소비자에게 부담을 주는 방식을 시도해 코즈마케팅에 실패한 기업은?,"[('이익은', 'O'), (' ', 'O'), ('그대로', 'O'), (' ', 'O'), ('챙기면서', 'O'), (' ', 'O'), ('소비자', 'CIVILIZATION'), ('에게', 'O'), (' ', 'O'), ('부담을', 'O'), (' ', 'O'), ('주는', 'O'), (' ', 'O'), ('방식을', 'O'), (' ', 'O'), ('시도해', 'O'), (' ', 'O'), ('코즈마케팅에', 'O'), (' ', 'O'), ('실패한', 'O'), (' ', 'O'), ('기업은?', 'O')]"
개막전에서 3안타 2실점을 기록해서 패한 선수는?,"[('개막전', 'EVENT'), ('에서', 'O'), (' ', 'O'), ('3안타', 'QUANTITY'), (' ', 'O'), ('2실점', 'QUANTITY'), ('을', 'O'), (' ', 'O'), ('기록해서', 'O'), (' ', 'O'), ('패한', 'O'), (' ', 'O'), ('선수', 'OCCUPATION'), ('는?', 'O')]"
트윈 엘리베이터가 승강기 간의 충돌사고를 방지하기 위해 도입한 기술은 무엇인가?,"[('트윈 엘리베이터', 'TERM'), ('가', 'O'), (' ', 'O'), ('승강기', 'O'), (' ', 'O'), ('간의', 'O'), (' ', 'O'), ('충돌사고를', 'O'), (' ', 'O'), ('방지하기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('도입한', 'O'), (' ', 'O'), ('기술은', 'O'), (' ', 'O'), ('무엇인가?', 'O')]"
자기감시성향이 높은 사람들은 무엇과 관계있는 어휘를 접했을 때 긍정적인 개인행동을 보인다고 밝혀졌나요?,"[('자기감시성향이', 'O'), (' ', 'O'), ('높은', 'O'), (' ', 'O'), ('사람들은', 'O'), (' ', 'O'), ('무엇과', 'O'), (' ', 'O'), ('관계있는', 'O'), (' ', 'O'), ('어휘를', 'O'), (' ', 'O'), ('접했을', 'O'), (' ', 'O'), ('때', 'O'), (' ', 'O'), ('긍정적인', 'O'), (' ', 'O'), ('개인행동을', 'O'), (' ', 'O'), ('보인다고', 'O'), (' ', 'O'), ('밝혀졌나요?', 'O')]"
치과 시술 중 혈관 속으로 들어올 수 있는 것은?,"[('치과', 'STUDY_FIELD'), (' ', 'O'), ('시술', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('혈', 'TERM'), ('관', 'O'), (' ', 'O'), ('속으로', 'O'), (' ', 'O'), ('들어올', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('것은?', 'O')]"
존과 약혼한 여자의 이름은 무엇인가?,"[('존', 'PERSON'), ('과', 'O'), (' ', 'O'), ('약혼한', 'O'), (' ', 'O'), ('여자의', 'O'), (' ', 'O'), ('이름은', 'O'), (' ', 'O'), ('무엇인가?', 'O')]"
세종대 국제학부의 사업을 대학 특성화 사업으로 채택한 부처는 어디인가?,"[('세종대', 'ORGANIZATION'), (' ', 'O'), ('국제학부의', 'O'), (' ', 'O'), ('사업을', 'O'), (' ', 'O'), ('대학', 'O'), (' ', 'O'), ('특성화', 'O'), (' ', 'O'), ('사업으로', 'O'), (' ', 'O'), ('채택한', 'O'), (' ', 'O'), ('부처는', 'O'), (' ', 'O'), ('어디인가?', 'O')]"
맥스가 본사로 복귀하기 위해 활용한 인물은?,"[('맥스', 'PERSON'), ('가', 'O'), (' ', 'O'), ('본사로', 'O'), (' ', 'O'), ('복귀하기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('활용한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
클린턴의 두 번째 임기는 어떤 스캔들로 인해 내리막을 걷게 되었나?,"[('클린턴', 'PERSON'), ('의', 'O'), (' ', 'O'), ('두 번째', 'QUANTITY'), (' ', 'O'), ('임기는', 'O'), (' ', 'O'), ('어떤', 'O'), (' ', 'O'), ('스캔들로', 'O'), (' ', 'O'), ('인해', 'O'), (' ', 'O'), ('내리막을', 'O'), (' ', 'O'), ('걷게', 'O'), (' ', 'O'), ('되었나?', 'O')]"
어디에서 심학규의 눈이 떠졌는가?,"[('어디에서', 'O'), (' ', 'O'), ('심학규', 'PERSON'), ('의', 'O'), (' ', 'O'), ('눈', 'ANIMAL'), ('이', 'O'), (' ', 'O'), ('떠졌는가?', 'O')]"
프레시오지테는 누구에게 다양한 방면으로 영향을 주었는가?,"[('프레시오지테', 'THEORY'), ('는', 'O'), (' ', 'O'), ('누구에게', 'O'), (' ', 'O'), ('다양한', 'O'), (' ', 'O'), ('방면으로', 'O'), (' ', 'O'), ('영향을', 'O'), (' ', 'O'), ('주었는가?', 'O')]"
이스트미들랜즈 지국이 새롭게 갈라져 나간 해는?,"[('이스트미들랜즈', 'LOCATION'), (' ', 'O'), ('지국이', 'O'), (' ', 'O'), ('새롭게', 'O'), (' ', 'O'), ('갈라져', 'O'), (' ', 'O'), ('나간', 'O'), (' ', 'O'), ('해는?', 'O')]"
신비적 체험에 대해 '삶의 원천에서 깨끗하고 맑은 물을 마신 것 같다' 고 표현한 사람은?,"[('신비적', 'O'), (' ', 'O'), ('체험에', 'O'), (' ', 'O'), ('대해', 'O'), (' ', 'O'), (""'삶의"", 'O'), (' ', 'O'), ('원천에서', 'O'), (' ', 'O'), ('깨끗하고', 'O'), (' ', 'O'), ('맑은', 'O'), (' ', 'O'), ('물을', 'O'), (' ', 'O'), ('마신', 'O'), (' ', 'O'), ('것', 'O'), (' ', 'O'), (""같다'"", 'O'), (' ', 'O'), ('고', 'O'), (' ', 'O'), ('표현한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
베네딕토 16세가 영국 방문 이후 향한 곳은?,"[('베네딕토', 'PERSON'), (' ', 'O'), ('16세', 'QUANTITY'), ('가', 'O'), (' ', 'O'), ('영국', 'COUNTRY'), (' ', 'O'), ('방문', 'O'), (' ', 'O'), ('이후', 'O'), (' ', 'O'), ('향한', 'O'), (' ', 'O'), ('곳은?', 'O')]"
"메가비조스가 도시를 빼앗고, 나중에 생길 반란을 피하기 위해 부순 것은?","[('메가비조스', 'ORGANIZATION'), ('가', 'O'), (' ', 'O'), ('도시를', 'O'), (' ', 'O'), ('빼앗고,', 'O'), (' ', 'O'), ('나중에', 'O'), (' ', 'O'), ('생길', 'O'), (' ', 'O'), ('반란을', 'O'), (' ', 'O'), ('피하기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('부순', 'O'), (' ', 'O'), ('것은?', 'O')]"
인재에게 도전적인 일을 시키는 것은 가인지경영이 무엇에 중점을 두기 때문인가?,"[('인재에게', 'O'), (' ', 'O'), ('도전적인', 'O'), (' ', 'O'), ('일을', 'O'), (' ', 'O'), ('시키는', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('가인지경영이', 'O'), (' ', 'O'), ('무엇에', 'O'), (' ', 'O'), ('중점을', 'O'), (' ', 'O'), ('두기', 'O'), (' ', 'O'), ('때문인가?', 'O')]"
요자파트가 카를 프리드리히 가우스를 만나게 된 장소는 어디인가?,"[('요자파트', 'PERSON'), ('가', 'O'), (' ', 'O'), ('카를 프리드리히 가우스', 'PERSON'), ('를', 'O'), (' ', 'O'), ('만나게', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('장소는', 'O'), (' ', 'O'), ('어디인가?', 'O')]"
무쇠시티 체육관 관장은?,"[('무쇠시티 체육관', 'ORGANIZATION'), (' ', 'O'), ('관장', 'CIVILIZATION'), ('은?', 'O')]"
왕게민이 중일전쟁을 시작하기 전에 설립한 것은?,"[('왕게민', 'PERSON'), ('이', 'O'), (' ', 'O'), ('중일전쟁', 'EVENT'), ('을', 'O'), (' ', 'O'), ('시작하기', 'O'), (' ', 'O'), ('전에', 'O'), (' ', 'O'), ('설립한', 'O'), (' ', 'O'), ('것은?', 'O')]"
루도비코가 비앙카와 결혼시킨 인물에게서 얻은 것은?,"[('루도비코', 'PERSON'), ('가', 'O'), (' ', 'O'), ('비앙카', 'PERSON'), ('와', 'O'), (' ', 'O'), ('결혼시킨', 'O'), (' ', 'O'), ('인물에게서', 'O'), (' ', 'O'), ('얻은', 'O'), (' ', 'O'), ('것은?', 'O')]"
"매년 해수온이 올라가는 현상으로 인해, 자리돔의 서식지가 어디까지 확장되었는가?","[('매년', 'O'), (' ', 'O'), ('해수온이', 'O'), (' ', 'O'), ('올라가는', 'O'), (' ', 'O'), ('현상으로', 'O'), (' ', 'O'), ('인해,', 'O'), (' ', 'O'), ('자리돔', 'LOCATION'), ('의', 'O'), (' ', 'O'), ('서식지가', 'O'), (' ', 'O'), ('어디까지', 'O'), (' ', 'O'), ('확장되었는가?', 'O')]"
알바니아계 이탈리아 교회가 소속된 교구는?,"[('알바니아계', 'CIVILIZATION'), (' ', 'O'), ('이탈리아', 'COUNTRY'), (' ', 'O'), ('교회가', 'O'), (' ', 'O'), ('소속된', 'O'), (' ', 'O'), ('교구는?', 'O')]"
내전으로 인해 어마어마한 부채를 떠안고 있는 인물은?,"[('내전으로', 'O'), (' ', 'O'), ('인해', 'O'), (' ', 'O'), ('어마어마한', 'O'), (' ', 'O'), ('부채를', 'O'), (' ', 'O'), ('떠안고', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('인물은?', 'O')]"
나치 독일이 지식인이나 귀족 등 65000여 명의 폴란드인을 잡아들이기 위해 준비한 것은?,"[('나치', 'ORGANIZATION'), (' ', 'O'), ('독일', 'ORGANIZATION'), ('이', 'O'), (' ', 'O'), ('지식인', 'OCCUPATION'), ('이나', 'O'), (' ', 'O'), ('귀족', 'CIVILIZATION'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('65000여 명', 'QUANTITY'), ('의', 'O'), (' ', 'O'), ('폴란드인', 'CIVILIZATION'), ('을', 'O'), (' ', 'O'), ('잡아들이기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('준비한', 'O'), (' ', 'O'), ('것은?', 'O')]"
확증 편향의 정의를 확립하게 된 연구는 언제 시작되었나요?,"[('확증', 'O'), (' ', 'O'), ('편향의', 'O'), (' ', 'O'), ('정의를', 'O'), (' ', 'O'), ('확립하게', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('연구는', 'O'), (' ', 'O'), ('언제', 'O'), (' ', 'O'), ('시작되었나요?', 'O')]"
치킨 누들 한 캔을 생산하기 위해 참여하는 회사의 수는?,"[('치킨', 'CIVILIZATION'), (' ', 'O'), ('누들', 'CIVILIZATION'), (' ', 'O'), ('한 캔', 'QUANTITY'), ('을', 'O'), (' ', 'O'), ('생산하기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('참여하는', 'O'), (' ', 'O'), ('회사의', 'O'), (' ', 'O'), ('수는?', 'O')]"
시네마토그래프 유료 상영회가 개최된 날은?,"[('시네마토그래프', 'ORGANIZATION'), (' ', 'O'), ('유료', 'O'), (' ', 'O'), ('상영회가', 'O'), (' ', 'O'), ('개최된', 'O'), (' ', 'O'), ('날은?', 'O')]"
몽케 칸 다음으로 즉위한 인물은?,"[('몽케 칸', 'PERSON'), (' ', 'O'), ('다음으로', 'O'), (' ', 'O'), ('즉위한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
스태튼아일랜드의 영업은 언제 종료되었는가?,"[('스태튼아일랜드', 'LOCATION'), ('의', 'O'), (' ', 'O'), ('영업은', 'O'), (' ', 'O'), ('언제', 'O'), (' ', 'O'), ('종료되었는가?', 'O')]"
연병환이 영국인 친구의 소개를 통해 구한 중국의 직장은 어디인가?,"[('연병환', 'PERSON'), ('이', 'O'), (' ', 'O'), ('영국인', 'CIVILIZATION'), (' ', 'O'), ('친구', 'CIVILIZATION'), ('의', 'O'), (' ', 'O'), ('소개를', 'O'), (' ', 'O'), ('통해', 'O'), (' ', 'O'), ('구한', 'O'), (' ', 'O'), ('중국', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('직장은', 'O'), (' ', 'O'), ('어디인가?', 'O')]"
플레이어가 용언 사용 훈련을 받은 장소는 어디인가?,"[('플레이어', 'CIVILIZATION'), ('가', 'O'), (' ', 'O'), ('용언', 'O'), (' ', 'O'), ('사용', 'O'), (' ', 'O'), ('훈련을', 'O'), (' ', 'O'), ('받은', 'O'), (' ', 'O'), ('장소는', 'O'), (' ', 'O'), ('어디인가?', 'O')]"
"인간의 의식 중, 사이코사이버네틱스를 통해 통제할 수 있는 것은?","[('인간의', 'O'), (' ', 'O'), ('의식', 'O'), (' ', 'O'), ('중,', 'O'), (' ', 'O'), ('사이코사이버네틱스를', 'O'), (' ', 'O'), ('통해', 'O'), (' ', 'O'), ('통제할', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('것은?', 'O')]"
싱가포르 내 최초 감염자의 나이는?,"[('싱가포르', 'CITY'), (' ', 'O'), ('내', 'O'), (' ', 'O'), ('최초', 'O'), (' ', 'O'), ('감염자', 'CIVILIZATION'), ('의', 'O'), (' ', 'O'), ('나이는?', 'O')]"
마라도나는 벌칙 구역에서 누구와 대치했는가?,"[('마라도나', 'PERSON'), ('는', 'O'), (' ', 'O'), ('벌칙', 'O'), (' ', 'O'), ('구역에서', 'O'), (' ', 'O'), ('누구와', 'O'), (' ', 'O'), ('대치했는가?', 'O')]"
프로이트의 정신 체계에서 현실적인 정신체계와 본능적 충동의 체계를 제외한 것의 명칭은?,"[('프로이트', 'PERSON'), ('의', 'O'), (' ', 'O'), ('정신', 'O'), (' ', 'O'), ('체계에서', 'O'), (' ', 'O'), ('현실적인', 'O'), (' ', 'O'), ('정신체계와', 'O'), (' ', 'O'), ('본능적', 'O'), (' ', 'O'), ('충동의', 'O'), (' ', 'O'), ('체계를', 'O'), (' ', 'O'), ('제외한', 'O'), (' ', 'O'), ('것의', 'O'), (' ', 'O'), ('명칭은?', 'O')]"
옻칠의 가장 중요한 요소는 무엇인가?,"[('옻칠의', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('중요한', 'O'), (' ', 'O'), ('요소는', 'O'), (' ', 'O'), ('무엇인가?', 'O')]"
가리발디의 원정으로 마리아 테레사는 어디를 떠나 해외로 도피했나요?,"[('가리발디', 'PERSON'), ('의', 'O'), (' ', 'O'), ('원정으로', 'O'), (' ', 'O'), ('마리아 테레사', 'PERSON'), ('는', 'O'), (' ', 'O'), ('어디를', 'O'), (' ', 'O'), ('떠나', 'O'), (' ', 'O'), ('해외로', 'O'), (' ', 'O'), ('도피했나요?', 'O')]"
카보베르데의 저기압 순환의 원인이 된 것은?,"[('카보베르데', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('저기압', 'O'), (' ', 'O'), ('순환의', 'O'), (' ', 'O'), ('원인이', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('것은?', 'O')]"
파이어폭스 이전 가장 잘나가던 웹 브라우저는?,"[('파이어폭스', 'TERM'), (' ', 'O'), ('이전', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('잘나가던', 'O'), (' ', 'O'), ('웹 브라우저', 'TERM'), ('는?', 'O')]"
선장의 일지를 확인하는 기관은?,"[('선장', 'OCCUPATION'), ('의', 'O'), (' ', 'O'), ('일지를', 'O'), (' ', 'O'), ('확인하는', 'O'), (' ', 'O'), ('기관은?', 'O')]"
작곡가인 루이스 슈포어의 또 다른 직업은 무엇인가?,"[('작곡가', 'OCCUPATION'), ('인', 'O'), (' ', 'O'), ('루이스 슈포어', 'PERSON'), ('의', 'O'), (' ', 'O'), ('또', 'O'), (' ', 'O'), ('다른', 'O'), (' ', 'O'), ('직업은', 'O'), (' ', 'O'), ('무엇인가?', 'O')]"
남녀가 키스를 나눈 마을 이름은?,"[('남녀가', 'O'), (' ', 'O'), ('키스를', 'O'), (' ', 'O'), ('나눈', 'O'), (' ', 'O'), ('마을', 'O'), (' ', 'O'), ('이름은?', 'O')]"
일본의 원정 중 가장 최근의 원정은 언제 실행되었는가?,"[('일본', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('원정', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('최근의', 'O'), (' ', 'O'), ('원정은', 'O'), (' ', 'O'), ('언제', 'O'), (' ', 'O'), ('실행되었는가?', 'O')]"
토니왕의 조카에게 총을 쏜 자는?,"[('토니왕', 'PERSON'), ('의', 'O'), (' ', 'O'), ('조카', 'CIVILIZATION'), ('에게', 'O'), (' ', 'O'), ('총', 'ARTIFACT'), ('을', 'O'), (' ', 'O'), ('쏜', 'O'), (' ', 'O'), ('자는?', 'O')]"
1955년부터 1973년까지 일본의 연평균 경제 성장률은?,"[('1955년부터 1973년까지', 'DATE'), (' ', 'O'), ('일본', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('연평균', 'O'), (' ', 'O'), ('경제', 'O'), (' ', 'O'), ('성장률은?', 'O')]"
아물라드의 아들이 밤베르크의 주교로 서임된 해는?,"[('아물라드', 'PERSON'), ('의', 'O'), (' ', 'O'), ('아들', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('밤베르크', 'PERSON'), ('의', 'O'), (' ', 'O'), ('주교', 'CIVILIZATION'), ('로', 'O'), (' ', 'O'), ('서임된', 'O'), (' ', 'O'), ('해는?', 'O')]"
